ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
935,True,1,59,50,66,8,183
936,True,1,71,89,69,4,233
937,True,1,84,57,79,1,221
938,False,1,93,88,52,2,235
939,True,1,79,67,92,8,246
940,True,1,87,69,66,4,226
941,True,1,60,79,60,7,206
942,True,1,69,85,50,5,209
943,True,1,52,73,73,2,200
944,True,1,81,45,82,5,213
945,False,1,71,47,93,8,219
946,True,1,63,81,96,9,249
947,True,1,65,94,76,4,239
948,False,1,83,80,96,3,262
950,True,1,86,78,83,1,248
951,True,1,80,51,59,3,193
952,True,1,69,87,93,1,250
953,True,1,92,92,59,4,247
954,True,1,70,62,80,6,218
955,True,1,45,87,100,2,234
956,True,1,58,60,50,4,172
957,False,1,86,94,93,7,280
958,True,1,51,85,53,9,198
959,False,1,68,65,63,9,205
960,False,1,61,55,88,10,214
961,True,1,59,80,92,3,234
962,True,1,64,95,65,6,230
963,True,1,60,58,57,1,176
965,True,1,95,52,48,1,196
966,True,1,84,83,78,7,252
967,True,1,45,88,100,7,240
968,False,1,45,95,70,5,215
969,True,1,82,66,74,7,229
970,False,1,95,62,77,2,236
971,True,1,88,82,63,7,240
972,True,1,60,88,77,1,226
973,True,1,46,79,100,4,229
974,True,1,74,83,46,7,210
975,True,1,65,68,96,9,238
976,True,1,98,61,70,0,229
977,True,1,90,83,75,3,251
978,True,1,87,47,49,10,193
979,True,1,59,73,86,0,218
980,True,1,60,70,86,2,218
981,True,1,54,75,56,2,187
982,True,1,64,80,86,5,235
983,True,1,73,55,74,5,207
984,True,1,63,76,94,7,240
985,True,1,64,100,72,6,242
986,True,1,72,61,86,4,223
987,True,1,85,91,56,0,232
988,True,1,89,67,95,4,255
989,True,1,82,75,96,6,259
990,True,1,61,54,98,4,217
992,True,1,71,81,52,10,214
993,True,1,79,79,86,4,248
994,False,1,90,77,59,6,232
995,True,1,78,98,83,1,260
996,True,1,67,49,91,3,210
997,True,1,45,60,96,2,203
998,True,1,77,100,81,0,258
999,False,1,70,90,71,3,234
1000,True,1,65,70,85,8,228
1001,True,1,96,61,72,0,229
1002,True,1,73,56,62,10,201
1003,True,1,85,59,80,7,231
1004,True,1,81,83,82,2,248
1005,True,1,94,63,65,4,226
1006,True,1,88,80,73,8,249
1007,True,1,49,65,81,2,197
1008,True,1,77,80,49,2,208
1009,False,1,88,79,82,4,253
1010,True,1,51,56,62,1,170
1011,True,1,85,66,84,9,244
1012,False,2,92,95,73,8,268
1013,True,1,52,59,100,0,211
1014,True,1,87,55,84,6,232
1015,False,1,62,60,66,3,191
1016,True,1,45,75,77,2,199
1017,True,1,93,68,81,0,242
1018,False,2,58,81,54,2,195
1019,True,1,61,57,90,3,211
1020,True,1,50,77,97,1,225
1021,True,1,51,89,63,4,207
1022,False,1,82,69,52,10,213
1023,False,1,84,85,75,10,254
1024,True,1,73,85,80,8,246
1025,True,1,77,58,95,0,230
1026,True,1,75,56,57,2,190
1027,False,1,45,82,96,0,223
1028,True,1,76,45,87,7,215
1029,False,2,96,68,92,3,259
1030,True,1,80,73,61,6,220
1031,True,1,56,55,91,9,211
1032,True,1,60,47,72,10,189
1033,True,1,75,90,100,8,273
1034,False,1,61,89,89,10,249
1035,False,2,100,53,58,2,213
1036,False,1,89,72,65,8,234
1037,True,1,45,52,48,6,151
1038,False,1,52,55,67,4,178
1039,False,1,91,75,95,2,263
1040,True,1,46,51,45,7,149
1042,True,1,71,50,98,3,222
1044,True,1,52,100,60,5,217
1045,True,1,55,97,88,5,245
1046,True,1,91,45,54,5,195
1047,False,1,71,69,86,6,232
1048,True,1,95,77,75,0,247
1049,False,1,59,69,46,10,184
1050,False,1,56,55,90,6,207
1052,True,1,46,77,91,6,220
1053,False,1,72,99,53,3,227
1054,False,1,78,46,92,10,226
1055,True,1,48,70,91,2,211
1056,False,1,49,80,54,3,186
1057,False,1,98,77,89,1,265
1058,True,1,86,67,70,2,225
1059,True,1,88,68,84,6,246
1060,True,1,61,82,54,10,207
1733,False,1,93,60,68,9,230
1741,False,2,94,95,55,3,247
1744,True,3,65,98,64,1,228
1753,False,3,69,51,99,4,223
1762,False,2,68,60,65,8,201
1763,False,2,65,100,97,3,265
1768,True,1,46,80,73,8,207
1771,False,3,90,83,76,6,255
1772,False,1,58,87,73,4,222
1777,True,1,98,56,46,10,210
1778,True,1,66,50,51,6,173
1787,True,1,65,69,64,0,198
1788,False,1,99,49,56,3,207
1790,False,2,100,88,54,9,251
1791,True,1,73,90,99,2,264
1793,False,1,96,64,63,1,224
1794,False,2,82,78,55,1,216
1799,False,2,75,96,98,10,279
1805,False,2,64,76,95,4,239
1807,True,1,64,82,92,9,247
1809,False,2,64,69,57,5,195
1812,True,2,90,65,49,3,207
1813,True,1,47,69,58,1,175
1815,True,1,69,97,59,5,230
1819,True,1,98,57,97,7,259
1821,False,3,87,89,59,1,236
1823,True,3,79,65,55,4,203
1830,True,2,72,84,68,7,231
1831,False,2,83,94,47,10,234
1835,False,3,70,69,54,4,197
1836,False,3,56,85,57,5,203
1840,False,2,88,49,71,8,216
1842,False,2,51,88,59,0,198
1846,True,1,63,88,84,6,241
1848,False,2,75,54,74,8,211
1850,True,1,68,92,46,6,212
1854,False,2,68,66,65,10,209
1855,False,3,60,58,90,3,211
1861,True,1,73,46,89,3,211
1864,False,3,71,65,74,3,213
2478,True,1,72,48,49,4,173
2479,False,2,46,77,100,10,233
2480,False,2,76,82,58,8,224
2483,False,3,88,72,50,5,215
2487,False,2,93,63,64,8,228
2491,True,1,77,94,98,8,277
2494,False,2,69,96,57,8,230
2496,False,1,55,54,66,2,177
2500,False,2,55,57,84,10,206
2506,True,2,53,98,51,9,211
2507,False,2,82,53,75,7,217
2509,True,1,64,79,97,6,246
2513,True,1,71,46,46,4,167
2514,False,2,100,53,78,9,240
2515,False,1,52,51,61,5,169
2517,True,1,48,62,64,8,182
2519,True,1,71,50,87,5,213
2523,False,2,50,66,55,2,173
2525,True,1,91,90,53,2,236
2526,True,1,71,45,88,8,212
2529,False,1,82,71,82,4,239
2532,False,2,81,56,97,10,244
2536,False,3,86,58,90,1,235
2548,True,1,82,74,67,4,227
2553,True,1,62,91,68,8,229
2556,True,1,63,61,96,3,223
2561,True,1,82,57,85,6,230
2564,True,1,79,66,76,3,224
2573,True,2,96,61,95,9,261
2574,True,2,47,75,89,4,215
2577,True,2,72,89,67,5,233
2578,True,3,46,92,51,10,199
2584,False,3,98,88,72,2,260
2585,True,1,75,69,45,2,191
2588,False,3,71,51,72,3,197
2589,True,1,90,78,90,8,266
2590,False,2,73,55,98,9,235
2593,False,2,70,63,69,8,210
2598,False,3,60,48,77,9,194
2599,True,1,79,80,50,5,214
2601,False,1,97,56,47,6,206
2607,False,2,47,93,45,0,185
2609,False,2,65,55,93,10,223
2612,False,2,91,54,67,5,217
2614,False,2,50,79,97,2,228
2616,False,2,56,97,93,4,250
2620,True,2,50,68,91,8,217
2622,False,3,71,54,96,4,225
2625,True,1,71,58,60,6,195
2626,True,1,84,67,95,0,246
2627,True,1,53,49,48,4,154
2628,True,1,96,48,52,6,202
2629,False,1,61,98,78,1,238
2630,True,1,80,78,92,0,250
2631,True,1,61,85,91,4,241
2632,False,1,99,86,56,8,249
2633,True,1,75,76,60,8,219
2634,False,1,57,69,90,3,219
2635,False,1,78,86,49,6,219
2636,False,1,62,60,54,10,186
2637,True,1,49,54,89,6,198
2638,True,1,84,88,63,2,237
2639,False,1,78,81,86,10,255
2640,True,1,87,91,64,6,248
2641,False,1,64,55,46,3,168
2642,True,1,71,93,90,2,256
2643,True,1,68,91,91,8,258
2644,False,1,72,58,51,4,185
2645,True,1,94,61,50,7,212
2646,False,1,100,47,97,6,250
2647,True,1,63,85,69,2,219
2648,True,1,67,93,68,4,232
2649,True,1,100,100,47,2,249
2650,True,1,70,95,59,10,234
2651,True,1,68,66,79,10,223
2652,False,1,56,63,57,0,176
2653,True,1,87,50,75,6,218
2654,True,1,64,71,95,4,234
2655,True,1,100,63,77,9,249
2656,True,1,97,78,77,0,252
2657,True,1,94,59,91,1,245
2658,False,1,68,60,80,8,216
2659,False,1,78,56,98,4,236
2660,False,1,66,91,53,7,217
2661,False,1,84,98,89,0,271
2662,True,1,88,89,66,0,243
2663,True,1,63,88,85,0,236
2664,True,1,99,63,60,3,225
2665,True,1,58,58,93,5,214
2666,False,1,57,98,78,4,237
2667,True,1,82,65,90,1,238
2668,False,1,70,91,59,2,222
2669,True,1,96,51,50,1,198
2670,True,1,90,83,74,8,255
2671,False,1,74,91,95,1,261
2672,True,1,79,48,83,3,213
2673,True,1,60,82,50,10,202
2674,False,1,88,57,76,3,224
2675,True,1,53,70,86,5,214
2676,False,1,59,47,71,0,177
2677,True,1,91,49,50,9,199
2678,True,1,93,77,76,5,251
2679,True,1,69,51,74,8,202
2680,True,1,99,71,94,8,272
2681,False,1,91,100,78,0,269
2682,True,1,45,56,58,0,159
2683,True,1,96,46,82,1,225
2684,False,1,66,94,71,1,232
2685,False,1,80,53,98,9,240
2686,True,1,78,45,60,6,189
2687,True,1,66,75,85,7,233
2688,True,1,61,91,63,9,224
2689,True,1,52,91,71,0,214
2690,True,1,84,88,58,6,236
2691,False,1,68,84,95,5,252
2692,True,1,53,48,49,4,154
2693,True,1,83,49,96,1,229
2694,True,1,100,78,85,9,272
2695,True,1,63,51,79,4,197
2696,True,1,59,59,70,8,196
2697,True,1,75,66,98,0,239
2698,True,1,82,53,93,6,234
2699,True,1,57,55,97,2,211
2700,False,1,58,83,83,8,232
2701,True,1,54,49,60,7,170
2702,True,1,62,66,66,6,200
2703,False,1,49,50,61,0,160
2704,False,1,89,92,99,4,284
2705,True,1,53,78,79,6,216
2706,False,1,92,47,98,5,242
2707,True,1,85,46,94,5,230
2708,False,1,60,76,70,6,212
2709,True,1,72,95,92,0,259
2710,True,1,78,89,51,1,219
2711,True,1,92,53,72,0,217
2712,True,1,47,57,100,0,204
2713,True,1,78,58,68,6,210
2714,True,1,70,83,50,0,203
2715,True,1,69,54,88,7,218
2716,True,1,49,65,92,3,209
2717,True,1,51,56,94,3,204
2718,False,1,61,66,67,0,194
2719,True,1,97,72,77,8,254
2720,True,1,56,72,81,1,210
2721,False,1,76,85,99,7,267
2722,True,1,72,93,80,10,255
2723,False,1,54,84,58,8,204
2724,True,1,98,61,63,0,222
2725,False,1,52,60,64,8,184
2726,False,1,45,95,78,7,225
2727,False,1,94,57,66,4,221
2728,False,1,60,75,100,10,245
2729,True,1,80,92,78,2,252
2730,False,1,71,47,58,3,179
2731,True,1,86,68,84,1,239
2732,True,1,48,51,87,5,191
2733,False,1,73,89,89,0,251
2734,True,1,83,97,48,8,236
2735,True,1,68,81,82,1,232
2736,True,1,96,63,63,9,231
2737,False,1,56,46,90,7,199
2738,True,1,61,82,96,2,241
2739,True,1,70,93,83,9,255
2740,True,1,84,85,71,9,249
2741,True,1,81,96,69,10,256
2742,True,1,63,98,80,10,251
2743,False,1,83,93,83,10,269
2744,True,1,88,93,99,7,287
2745,False,1,50,78,63,2,193
2746,False,1,79,95,68,9,251
2747,True,1,69,85,81,3,238
2748,False,1,54,66,81,1,202
2749,False,1,63,46,94,8,211
2750,True,1,64,81,84,3,232
2751,True,1,56,57,51,2,166
2752,False,1,98,94,96,3,291
2753,True,1,63,94,54,6,217
2754,True,1,70,81,80,0,231
2755,True,1,71,84,89,0,244
2756,True,1,80,75,54,6,215
2757,True,1,85,52,74,6,217
2758,True,1,46,86,73,2,207
2759,True,1,92,58,64,8,222
2760,True,1,91,59,78,9,237
2761,True,1,59,65,87,10,221
2762,True,1,83,68,86,3,240
2763,True,1,78,53,87,8,226
2764,True,1,93,46,98,4,241
2765,True,1,97,45,67,6,215
2766,True,1,87,52,54,9,202
2767,False,1,84,72,66,0,222
2768,True,1,80,96,99,2,277
2769,True,1,70,82,93,5,250
2770,True,1,79,88,54,6,227
2771,True,1,87,62,50,8,207
2772,True,1,69,81,69,5,224
2773,False,1,71,85,49,3,208
2774,True,1,45,80,75,6,206
2775,True,1,51,88,98,10,247
2776,True,1,54,94,57,8,213
2777,False,1,65,81,66,1,213
2778,True,1,61,98,57,4,220
2779,True,1,70,79,54,3,206
2780,True,1,82,95,94,4,275
2781,True,1,99,77,62,10,248
2782,True,1,47,99,46,2,194
2783,True,1,75,93,59,0,227
2784,True,1,45,87,99,8,239
2785,True,1,72,83,70,6,231
2786,True,1,49,48,52,6,155
2787,False,1,77,57,49,1,184
2788,True,1,87,57,97,9,250
2789,True,1,66,97,97,0,260
2790,True,1,48,49,69,8,174
2791,True,1,48,84,86,4,222
2792,True,1,50,63,85,9,207
2793,True,1,49,99,92,5,245
2794,True,1,48,74,71,2,195
2795,False,1,100,85,78,3,266
2796,True,1,100,82,73,10,265
2797,True,1,71,85,54,0,210
2798,True,1,91,68,59,10,228
2799,False,1,62,62,46,7,177
2800,False,1,73,73,83,4,233
2801,False,1,70,55,48,7,180
2802,True,1,53,91,70,6,220
2803,True,1,87,53,83,2,225
2804,True,1,67,46,80,1,194
2805,False,1,92,100,76,10,278
2806,True,1,97,75,69,0,241
2807,False,1,55,81,89,9,234
2808,True,1,49,94,94,4,241
2809,False,1,46,70,78,10,204
2810,True,1,79,61,49,3,192
2811,False,1,57,57,74,3,191
2812,False,1,50,53,65,5,173
2813,True,1,90,55,57,5,207
2814,True,1,70,51,74,8,203
2815,False,1,50,74,45,3,172
2816,True,1,99,55,88,1,243
2817,True,1,50,83,55,0,188
2818,True,1,69,52,59,6,186
2819,True,1,60,97,77,10,244
2820,True,1,65,53,74,7,199
2821,False,1,79,81,67,6,233
2822,True,1,52,57,58,7,174
2823,False,1,49,87,79,4,219
2824,True,1,64,61,82,0,207
2825,True,1,91,55,100,9,255
2826,True,1,65,48,54,6,173
2827,True,1,63,77,47,1,188
2828,True,1,72,62,63,0,197
2829,True,1,60,73,58,10,201
2830,False,1,61,98,51,6,216
2831,True,1,75,79,51,2,207
2832,False,1,74,92,95,7,268
2833,True,1,87,77,55,2,221
2834,True,1,49,45,98,2,194
2835,True,1,85,50,76,9,220
2836,True,1,79,97,56,1,233
2837,True,1,85,57,61,8,211
2838,True,1,71,55,81,8,215
2839,False,1,66,92,98,7,263
2840,True,1,95,91,88,9,283
2841,True,1,73,59,93,6,231
2842,True,1,100,97,59,8,264
2843,True,1,60,52,99,8,219
2844,True,1,56,79,88,5,228
2845,True,1,71,46,66,3,186
2846,False,1,81,93,73,0,247
2847,True,1,76,95,89,9,269
2848,True,1,79,91,85,6,261
2849,False,1,70,88,52,7,217
2850,True,1,75,89,48,6,218
2851,True,1,100,76,60,6,242
2852,True,1,78,94,96,2,270
2853,False,1,100,95,45,5,245
2854,True,1,93,45,69,8,215
2855,False,1,54,50,87,2,193
2856,True,1,56,59,85,5,205
2857,True,1,65,88,55,1,209
2858,False,1,70,88,100,10,268
2859,True,1,68,45,94,5,212
2860,True,1,79,73,51,10,213
2861,True,1,61,70,81,2,214
2862,False,1,91,49,78,10,228
2863,False,1,94,56,49,9,208
2864,True,1,53,65,81,6,205
2865,True,1,74,93,83,0,250
2866,True,1,80,82,79,10,251
2867,False,1,62,60,72,9,203
2868,True,1,83,79,63,8,233
2869,True,1,100,46,55,2,203
2870,False,1,47,99,66,0,212
2871,True,1,83,89,91,3,266
2872,True,1,87,98,79,6,270
2873,True,1,91,83,90,4,268
2874,True,1,77,63,86,2,228
2875,True,1,64,83,66,9,222
2876,True,1,77,80,85,1,243
2877,True,1,86,50,63,5,204
2878,True,1,73,85,79,8,245
2879,True,1,74,96,93,0,263
2880,False,1,89,86,73,1,249
2881,True,1,67,56,60,8,191
2882,True,1,70,73,69,7,219
2883,True,1,57,79,94,10,240
2884,True,1,56,46,84,7,193
2885,True,1,62,69,94,1,226
2886,True,1,84,49,91,10,234
2887,True,1,87,74,76,9,246
2888,True,1,79,76,69,8,232
2889,True,1,54,99,84,9,246
2890,True,1,72,77,76,2,227
2891,False,1,98,98,53,5,254
2892,True,1,78,81,57,7,223
2893,False,1,92,47,95,10,244
2894,True,1,79,65,88,8,240
2895,True,1,45,70,86,2,203
2896,True,1,88,85,95,3,271
2897,False,1,68,48,89,4,209
2898,True,1,46,87,100,5,238
2899,True,1,93,69,69,9,240
2900,True,1,66,88,74,9,237
2901,True,1,47,46,88,1,182
2902,True,1,55,62,79,2,198
2903,False,1,94,92,66,5,257
2904,True,1,62,61,56,8,187
2905,True,1,70,74,82,6,232
2906,True,1,57,53,67,9,186
2907,True,1,63,56,85,3,207
2908,True,1,85,53,88,8,234
2909,True,1,92,81,99,4,276
2910,False,1,95,70,98,3,266
2911,False,1,100,57,79,9,245
2912,True,1,51,66,70,2,189
2913,False,1,61,50,88,10,209
2914,False,1,65,56,79,5,205
2915,True,1,91,75,56,5,227
2916,True,1,69,55,81,2,207
2917,False,1,70,82,59,3,214
2918,True,1,66,78,83,10,237
2919,True,1,68,51,59,8,186
2920,True,1,51,80,90,6,227
2921,True,1,68,68,46,10,192
2922,True,1,76,78,61,6,221
2923,True,1,99,80,65,0,244
2924,True,1,84,65,93,7,249
2925,True,1,94,88,63,4,249
2926,True,1,59,45,57,4,165
2927,True,1,85,84,52,10,231
2928,True,1,77,97,81,1,256
2929,True,1,98,52,75,9,234
2930,True,1,75,55,48,3,181
2931,True,1,78,98,90,5,271
2932,True,1,82,60,62,0,204
2933,True,1,50,98,68,3,219
2934,False,1,70,64,50,5,189
2935,True,1,63,74,51,5,193
2936,True,1,97,65,57,1,220
2937,True,1,58,91,56,5,210
2938,True,1,84,58,97,6,245
2939,True,1,75,91,99,8,273
2940,True,1,51,60,96,6,213
2941,True,1,73,99,65,0,237
2942,True,1,46,84,62,2,194
2943,True,1,89,100,86,1,276
2944,True,1,63,94,95,1,253
2945,False,1,47,94,67,2,210
2946,True,1,74,69,84,8,235
2947,True,1,52,89,82,8,231
2948,False,1,75,80,48,9,212
2949,False,1,91,98,53,7,249
2950,False,1,45,62,68,2,177
2951,False,1,60,99,77,8,244
2952,True,1,80,99,94,5,278
2953,False,1,70,55,53,5,183
2954,True,1,80,96,96,6,278
2955,True,1,71,48,65,9,193
2956,False,1,77,71,95,7,250
2957,True,1,79,73,62,4,218
2958,True,1,100,55,53,7,215
2959,True,1,90,66,77,5,238
2960,True,1,92,87,62,8,249
2961,False,1,85,66,91,9,251
2962,False,1,72,68,95,5,240
2963,False,1,95,90,98,9,292
2964,True,1,63,56,77,2,198
2965,True,1,64,84,52,1,201
2966,True,1,96,89,72,5,262
2967,True,1,46,53,99,0,198
2968,True,1,47,47,54,4,152
2969,False,1,68,85,59,9,221
2970,True,1,86,59,49,3,197
2971,False,1,53,86,97,1,237
2972,True,1,96,65,100,5,266
2973,True,1,49,58,45,5,157
2974,True,1,66,75,47,8,196
2975,True,1,58,85,85,6,234
2976,True,1,80,92,56,10,238
2977,True,1,51,63,64,4,182
2978,True,1,99,78,78,9,264
2979,True,1,69,69,82,9,229
2980,True,1,90,76,54,7,227
2981,True,1,99,89,59,6,253
2982,True,1,73,85,95,7,260
2983,True,1,91,63,86,6,246
2984,False,1,54,92,45,2,193
2985,True,1,68,99,77,2,246
2986,True,1,68,63,58,1,190
2987,True,1,78,58,96,2,234
2988,True,1,90,79,96,1,266
2989,True,1,92,53,57,1,203
2990,True,1,53,57,83,2,195
2991,True,1,98,86,45,10,239
2992,False,1,64,84,50,0,198
2993,True,1,69,92,45,1,207
2994,True,1,78,60,71,4,213
2995,True,1,76,55,58,8,197
2996,True,1,74,67,46,8,195
2997,True,1,55,94,75,6,230
2998,True,1,78,90,50,10,228
2999,False,1,74,56,95,2,227
3000,True,1,67,75,74,5,221
3001,True,1,61,92,68,8,229
3002,False,1,85,62,75,2,224
3003,True,1,69,54,100,9,232
3004,True,1,47,65,54,9,175
3005,True,1,50,77,97,10,234
3006,True,1,92,74,69,10,245
3007,True,1,80,60,91,1,232
3008,True,1,70,48,80,2,200
3009,True,1,90,73,52,10,225
3010,True,1,75,56,49,7,187
3011,False,1,88,58,57,7,210
3012,True,1,95,90,91,3,279
3013,True,1,81,86,82,2,251
3014,True,1,98,46,65,2,211
3015,True,1,56,54,81,9,200
3016,True,1,84,58,92,6,240
3017,True,1,55,51,91,6,203
3018,True,1,96,65,87,9,257
3019,True,1,49,85,64,3,201
3020,True,1,80,80,54,3,217
3021,True,1,55,65,86,5,211
3022,True,1,89,60,95,9,253
3023,True,1,99,79,58,5,241
3024,True,1,80,64,62,6,212
3025,False,1,52,76,91,10,229
3026,True,1,74,92,92,7,265
3027,False,1,59,55,96,6,216
3028,True,1,63,60,46,9,178
3029,True,1,66,61,100,4,231
3030,True,1,81,96,94,7,278
3031,False,1,84,90,91,1,266
3032,False,1,56,73,83,9,221
3033,True,1,73,45,56,9,183
3034,True,1,56,73,49,2,180
3035,True,1,48,66,60,10,184
3036,True,1,83,74,93,8,258
3037,False,1,76,91,52,3,222
3038,True,1,76,90,97,5,268
