ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
910,True,1,68,84,62,10,224
911,False,1,70,93,58,6,227
912,True,1,80,95,80,7,262
913,True,1,56,68,80,8,212
914,True,1,75,61,64,9,209
915,True,1,67,94,90,6,257
916,True,1,92,53,99,10,254
917,True,1,52,92,59,7,210
918,True,1,95,89,55,1,240
919,True,1,58,77,70,5,210
920,False,1,96,80,84,10,270
921,True,1,90,48,55,6,199
922,False,1,85,45,96,1,227
923,True,1,97,54,75,9,235
924,True,1,72,50,49,4,175
925,True,1,59,68,50,9,186
926,False,1,47,91,69,6,213
927,True,1,84,86,78,4,252
928,True,1,90,83,48,2,223
929,True,1,85,76,73,0,234
930,False,1,57,99,87,8,251
931,True,1,63,57,47,9,176
932,True,1,77,78,89,3,247
933,True,1,84,55,88,0,227
934,True,1,68,60,86,0,214
935,True,1,55,50,62,6,173
936,True,1,67,87,70,6,230
937,False,1,82,57,78,0,217
938,True,1,92,90,49,1,232
939,True,1,80,63,91,8,242
940,True,1,82,67,67,4,220
941,False,1,59,83,57,7,206
942,False,1,70,81,45,4,200
943,True,1,56,71,77,1,205
944,True,1,80,49,77,4,210
945,True,1,66,52,96,8,222
946,True,1,61,79,97,9,246
947,True,1,61,89,73,6,229
948,False,1,81,75,94,3,253
949,True,1,93,66,94,7,260
950,False,1,88,74,82,0,244
951,True,1,75,52,61,1,189
952,True,1,69,85,95,3,252
953,True,1,88,89,59,5,241
954,False,1,71,67,78,8,224
955,True,1,45,89,98,4,236
956,True,1,60,63,50,6,179
957,False,1,88,92,97,5,282
958,True,1,49,80,56,7,192
959,False,1,65,67,58,9,199
960,True,1,62,56,92,10,220
961,False,1,57,76,92,3,228
962,True,1,60,92,60,4,216
963,True,1,58,59,57,3,177
964,True,1,98,84,67,2,251
965,False,1,94,51,52,1,198
966,True,1,88,87,76,9,260
967,True,1,45,93,99,8,245
968,True,1,47,99,75,5,226
969,True,1,84,65,76,9,234
970,True,1,100,62,76,2,240
971,False,1,93,77,62,6,238
972,False,1,59,93,81,2,235
973,True,1,48,78,96,6,228
974,False,1,75,79,47,8,209
975,True,1,67,70,100,10,247
976,True,1,94,56,74,1,225
977,False,1,89,78,74,5,246
978,True,1,89,45,45,10,189
979,False,1,58,69,82,1,210
980,False,1,65,68,84,4,221
981,True,1,56,80,61,3,200
982,False,1,62,75,84,5,226
983,True,1,68,56,76,6,206
984,True,1,58,71,89,5,223
985,False,1,68,99,70,4,241
986,False,1,73,56,81,2,212
987,True,1,81,88,59,1,229
988,True,1,91,62,96,3,252
989,False,1,80,72,99,6,257
990,True,1,57,54,96,2,209
991,True,1,75,96,45,2,218
992,True,1,71,76,53,10,210
993,False,1,78,79,91,5,253
994,True,1,95,76,64,4,239
995,True,1,80,99,81,0,260
996,True,1,70,51,89,2,212
997,False,1,48,58,97,4,207
998,True,1,75,98,85,1,259
999,True,1,73,92,66,4,235
1000,True,1,68,68,80,8,224
1001,True,1,96,61,67,0,224
1002,False,1,71,52,67,10,200
1003,False,1,83,57,81,9,230
1004,True,1,86,86,79,2,253
1005,False,1,94,63,67,5,229
1006,True,1,88,77,76,7,248
1007,False,1,50,69,84,4,207
1008,False,2,74,85,54,2,215
1009,True,1,85,84,81,6,256
1010,True,1,50,55,66,3,174
1011,True,1,90,62,83,10,245
1012,False,1,94,100,68,9,271
1013,True,1,55,56,99,0,210
1014,True,1,91,60,87,4,242
1015,False,1,58,55,70,1,184
1016,True,1,49,75,80,0,204
1017,False,1,94,70,78,1,243
1018,False,2,61,84,54,1,200
1019,True,1,59,60,92,4,215
1020,True,1,53,78,98,2,231
1021,False,1,47,87,67,5,206
1022,True,1,80,73,53,8,214
1023,True,1,82,83,74,10,249
1024,True,1,78,85,85,8,256
1025,False,1,79,59,96,1,235
1026,False,1,71,61,54,4,190
1027,False,1,45,78,97,2,222
1028,True,2,79,45,89,7,220
1029,True,1,94,72,96,4,266
1030,False,1,80,68,57,6,211
1031,True,1,60,55,90,10,215
1032,True,1,61,50,72,10,193
1033,True,1,78,93,96,9,276
1034,True,1,63,86,92,8,249
1035,False,1,99,49,56,2,206
1036,True,2,84,73,62,9,228
1037,False,1,46,54,48,8,156
1038,True,1,56,51,63,4,174
1039,False,1,90,73,91,0,254
1040,True,1,50,54,45,7,156
1041,True,1,66,71,64,7,208
1042,False,1,66,50,98,2,216
1043,True,1,62,94,70,1,227
1044,True,1,57,98,61,6,222
1045,True,1,52,94,90,3,239
1046,True,2,92,47,57,7,203
1047,True,1,75,69,88,4,236
1048,True,1,92,80,78,1,251
1049,True,1,57,68,48,10,183
1050,False,1,52,60,85,6,203
1051,True,1,95,62,82,1,240
1052,True,1,47,82,95,7,231
1053,True,1,68,94,50,3,215
1054,True,1,76,50,88,9,223
1055,True,1,48,67,86,2,203
1056,True,1,53,76,59,5,193
1057,True,1,96,73,91,3,263
1058,True,1,89,69,67,2,227
1059,True,1,90,73,80,4,247
1060,False,1,57,81,56,8,202
1061,False,2,62,100,98,9,269
