ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
240,False,1,86,84,68,0,238
241,True,1,98,84,64,5,251
242,False,1,90,50,52,5,197
243,False,1,54,72,94,9,229
244,True,1,55,90,66,4,215
245,True,1,65,53,48,0,166
246,True,1,62,72,70,3,207
247,False,1,56,50,51,4,161
248,True,1,69,73,83,7,232
249,True,1,73,71,46,2,192
250,True,1,51,70,78,0,199
251,True,1,81,86,100,4,271
252,True,1,99,73,45,4,221
253,True,1,73,66,97,3,239
254,True,1,88,80,63,8,239
255,True,1,81,54,88,8,231
256,False,1,53,58,64,5,180
257,True,1,57,75,53,1,186
259,True,1,63,75,99,2,239
260,False,1,64,66,63,9,202
261,True,1,80,81,82,4,247
262,False,1,75,46,58,3,182
264,True,1,72,93,97,6,268
266,True,1,85,58,64,5,212
267,True,1,82,88,55,6,231
268,True,1,62,59,65,3,189
269,True,1,61,88,91,10,250
271,False,1,64,65,67,7,203
272,False,1,67,52,80,5,204
273,True,1,77,75,55,10,217
275,True,1,89,63,76,2,230
276,True,1,96,90,50,7,243
278,True,1,64,62,57,9,192
279,True,1,52,85,77,6,220
280,True,1,49,72,86,5,212
281,True,1,85,72,75,7,239
282,False,1,100,86,75,6,267
283,True,1,46,90,70,9,215
284,True,1,87,81,46,0,214
285,True,1,89,57,85,8,239
286,True,1,71,60,85,10,226
287,False,1,48,79,86,8,221
288,False,1,83,67,95,6,251
289,True,1,100,77,54,2,233
290,True,1,52,57,63,9,181
291,True,1,92,75,78,8,253
292,True,1,86,80,56,6,228
293,True,1,68,65,77,10,220
294,True,1,84,84,73,4,245
295,False,1,64,45,70,0,179
296,False,1,61,75,55,3,194
297,True,1,96,92,52,5,245
298,True,1,66,61,75,1,203
299,True,1,73,80,69,5,227
301,True,1,69,53,64,1,187
302,True,1,100,90,50,0,240
303,True,1,97,71,81,3,252
304,False,1,86,100,55,3,244
305,True,1,75,53,78,1,207
306,True,1,68,84,76,9,237
308,True,1,52,53,88,10,203
309,False,1,73,65,45,10,193
310,True,1,58,73,83,5,219
311,True,1,73,47,87,2,209
312,True,1,62,61,98,3,224
313,False,1,86,53,100,8,247
314,True,1,53,63,67,1,184
315,True,1,79,53,63,8,203
316,True,1,96,76,76,10,258
317,True,1,69,81,72,10,232
318,True,1,73,81,50,3,207
319,True,1,72,100,79,7,258
320,True,1,60,92,92,6,250
321,False,1,82,83,46,10,221
322,False,1,55,60,52,5,172
323,True,1,63,57,55,4,179
324,True,1,90,55,77,7,229
325,False,1,71,82,53,9,215
326,True,1,65,77,57,8,207
327,True,1,89,81,85,10,265
328,False,1,57,75,53,6,191
329,True,1,61,55,52,5,173
330,True,1,98,74,88,0,260
331,True,1,98,63,47,6,214
332,True,1,52,57,97,4,210
333,True,1,85,73,84,8,250
334,True,1,72,89,80,5,246
335,True,1,88,96,71,8,263
336,True,1,54,51,77,0,182
337,True,1,96,93,57,3,249
338,True,1,51,64,64,9,188
339,False,1,63,54,90,5,212
340,True,1,83,96,99,7,285
341,False,1,85,73,51,8,217
343,True,1,100,68,83,2,253
344,True,1,91,93,76,6,266
345,True,1,59,74,56,9,198
346,True,1,89,58,66,1,214
347,True,1,78,64,67,0,209
348,True,1,73,100,55,4,232
349,False,1,58,95,93,10,256
351,False,1,88,72,53,10,223
352,True,1,55,93,61,5,214
353,True,1,97,52,85,3,237
354,True,1,79,63,80,10,232
355,True,1,60,68,91,6,225
356,True,1,58,79,67,9,213
357,True,1,84,93,47,2,226
358,True,1,96,95,72,0,263
359,True,1,57,100,81,2,240
360,True,1,88,96,50,2,236
361,True,1,49,85,67,3,204
365,True,1,74,54,88,0,216
366,True,1,73,72,95,2,242
367,True,1,93,73,74,7,247
368,True,1,61,79,45,3,188
369,False,1,89,76,89,10,264
370,False,1,93,62,97,2,254
371,True,1,94,81,74,2,251
372,True,1,67,99,59,8,233
373,True,1,65,60,97,5,227
374,True,1,65,85,84,2,236
375,True,1,86,99,75,7,267
376,True,1,91,96,47,2,236
378,True,1,49,56,95,2,202
379,True,1,78,78,47,6,209
381,False,1,66,52,100,3,221
382,True,1,53,87,70,2,212
385,False,1,66,95,88,5,254
387,True,1,45,63,78,2,188
388,True,1,58,85,59,9,211
389,True,1,91,76,46,0,213
390,True,1,84,67,97,0,248
391,True,1,100,67,84,2,253
392,False,1,74,47,54,5,180
393,True,1,48,91,95,1,235
394,True,1,49,63,72,6,190
395,True,1,48,74,96,2,220
396,True,1,81,85,57,1,224
397,False,1,80,76,47,10,213
398,True,1,82,56,69,4,211
399,False,1,86,55,90,0,231
400,True,1,69,80,91,6,246
401,False,1,98,60,53,3,214
402,False,1,54,91,54,10,209
403,True,1,94,73,71,7,245
404,True,1,61,94,57,5,217
405,True,1,57,88,52,1,198
406,True,1,82,84,78,8,252
407,True,1,63,94,94,0,251
408,True,1,100,99,88,5,292
410,True,1,53,94,65,5,217
411,False,1,91,46,91,3,231
412,True,1,71,74,48,4,197
413,True,1,71,88,80,0,239
414,True,1,78,50,69,4,201
415,True,1,58,67,95,9,229
416,True,1,68,72,80,8,228
417,True,1,56,98,80,0,234
418,True,1,50,78,53,0,181
419,True,1,61,55,45,1,162
420,True,1,93,66,73,2,234
421,False,1,84,86,72,8,250
422,True,1,75,94,70,0,239
424,True,1,55,59,51,2,167
425,True,1,53,73,53,4,183
426,True,1,84,67,68,7,226
427,False,1,80,91,100,10,281
428,True,1,93,88,51,5,237
429,True,1,89,77,88,1,255
431,False,1,47,71,84,10,212
432,True,1,47,65,88,10,210
433,True,1,94,58,53,0,205
434,True,1,85,56,93,0,234
435,True,1,53,75,68,10,206
436,True,1,79,93,99,2,273
437,False,1,58,72,54,2,186
438,False,1,89,55,95,0,239
439,True,1,61,100,67,3,231
440,True,1,81,48,58,9,196
441,True,1,86,50,77,8,221
442,True,1,80,70,50,7,207
443,True,1,95,84,56,6,241
445,True,1,85,87,96,2,270
446,True,1,56,88,74,0,218
447,True,1,46,99,100,0,245
448,False,1,64,52,74,4,194
449,False,1,70,57,51,0,178
450,True,1,84,93,87,10,274
451,False,1,66,60,62,4,192
452,True,1,70,87,60,3,220
453,True,1,95,47,80,7,229
454,False,1,48,73,93,0,214
455,True,1,51,54,94,7,206
456,True,1,50,71,47,6,174
457,True,1,100,61,92,5,258
458,False,1,60,46,85,8,199
459,True,1,45,72,62,5,184
460,True,1,77,99,68,7,251
461,True,1,58,77,71,7,213
462,True,1,75,98,95,5,273
463,True,1,88,79,89,5,261
464,True,1,56,45,66,2,169
465,True,1,61,75,72,10,218
466,True,1,100,89,45,6,240
467,False,1,45,92,88,4,229
469,True,1,50,62,73,4,189
470,True,1,69,72,52,4,197
472,True,1,55,96,75,5,231
473,False,3,90,53,83,3,229
476,True,1,63,68,60,4,195
477,True,1,56,56,97,10,219
478,False,1,52,54,50,8,164
479,False,1,56,76,70,3,205
480,True,1,65,98,57,0,220
481,True,1,97,89,69,9,264
483,True,1,47,85,64,6,202
484,False,1,86,59,60,3,208
485,True,1,65,100,72,7,244
487,True,1,50,50,95,3,198
488,True,2,53,97,74,5,229
489,True,1,79,87,57,0,223
490,True,1,45,56,88,6,195
491,True,1,54,94,100,7,255
492,True,1,46,76,45,1,168
493,False,2,81,48,71,10,210
494,True,1,63,58,59,3,183
495,False,2,81,80,83,4,248
496,True,1,67,78,73,0,218
497,True,1,63,66,49,5,183
498,True,3,85,93,76,3,257
499,True,1,65,93,92,6,256
500,True,1,66,84,81,4,235
501,True,1,45,69,84,1,199
502,True,1,92,91,61,1,245
503,False,1,96,87,62,1,246
504,True,2,60,85,64,6,215
505,True,2,98,63,86,8,255
506,False,1,65,87,62,3,217
507,True,1,81,80,55,7,223
508,True,2,100,96,76,7,279
509,True,1,47,51,49,3,150
510,False,3,74,71,45,5,195
511,True,1,70,93,56,5,224
512,True,1,46,49,82,4,181
513,True,1,100,76,100,5,281
515,True,1,66,64,53,2,185
516,False,1,86,61,51,9,207
517,False,2,56,90,86,3,235
518,False,3,51,59,91,2,203
519,False,1,94,96,79,0,269
520,False,1,88,61,96,7,252
522,True,1,69,96,54,1,220
523,False,3,89,51,99,10,249
524,True,1,74,50,57,3,184
525,False,1,86,45,67,2,200
526,False,2,94,47,48,4,193
527,False,2,55,75,78,6,214
528,True,1,52,99,71,7,229
529,True,1,60,78,47,0,185
530,True,1,57,54,45,3,159
531,True,2,73,57,86,0,216
532,True,1,82,82,77,0,241
533,True,1,82,72,56,1,211
534,True,1,69,57,52,5,183
535,True,1,92,60,69,2,223
536,False,2,51,65,81,7,204
1208,False,1,65,64,77,1,207
1209,False,1,60,80,70,6,216
1210,True,1,94,69,90,7,260
1211,True,1,67,64,98,8,237
1212,True,1,65,78,50,9,202
1213,False,1,98,58,55,10,221
1214,False,1,98,62,90,2,252
1215,True,1,98,72,80,7,257
1216,False,1,76,89,95,4,264
1217,False,1,88,52,80,6,226
1218,False,1,86,67,56,0,209
1219,True,1,100,68,99,7,274
1220,False,1,94,87,67,6,254
1221,True,1,58,84,80,3,225
1222,False,1,69,68,56,0,193
1223,True,1,57,73,68,8,206
1224,True,1,57,45,82,4,188
1225,True,1,66,51,68,4,189
1226,False,1,77,45,83,4,209
1227,True,1,47,86,62,10,205
1228,True,1,75,70,47,4,196
1229,True,1,62,85,48,9,204
1230,True,1,97,46,100,7,250
1231,True,1,83,85,74,7,249
1232,True,1,56,75,92,10,233
1233,True,1,93,79,96,1,269
1234,True,1,47,68,46,9,170
1235,True,1,90,54,90,2,236
1236,True,1,100,99,53,1,253
1237,False,1,71,98,99,1,269
1238,True,1,48,73,85,0,206
1239,True,1,65,51,99,8,223
1240,False,1,62,99,57,10,228
1241,True,1,84,92,46,5,227
1242,False,1,98,88,99,5,290
1243,True,1,90,55,82,5,232
1244,False,1,78,45,87,6,216
1245,False,1,71,98,87,10,266
1246,True,1,48,49,57,8,162
1247,True,1,54,91,62,1,208
1248,True,1,56,73,47,4,180
1249,True,1,83,57,89,8,237
1250,True,1,71,56,85,0,212
1251,True,1,64,62,80,5,211
1252,True,1,52,66,74,9,201
1253,True,1,98,89,50,9,246
1254,True,1,74,50,52,1,177
1255,True,1,56,91,50,2,199
1256,True,1,65,82,85,0,232
1257,True,1,94,55,95,0,244
1258,True,1,58,85,68,7,218
1259,True,1,50,91,60,4,205
1260,True,1,98,88,86,3,275
1261,False,1,92,93,92,2,279
1262,False,1,64,48,69,4,185
1263,True,1,56,62,53,9,180
1264,True,1,65,71,59,3,198
1265,True,1,62,57,56,4,179
1266,True,1,61,89,73,4,227
1267,True,1,50,76,67,9,202
1268,True,1,68,67,94,10,239
1269,True,1,78,73,98,10,259
1270,True,1,88,98,55,0,241
1271,False,1,98,82,69,2,251
1272,False,1,79,81,58,6,224
1273,False,1,67,86,96,10,259
1274,True,1,95,63,58,5,221
1275,False,1,89,77,80,4,250
1276,False,1,50,77,94,3,224
1277,True,1,61,58,74,4,197
1278,True,1,47,52,78,10,187
1279,True,1,85,56,75,2,218
1280,True,1,74,82,65,5,226
1281,True,1,81,69,87,9,246
1282,True,1,47,65,89,1,202
1283,True,1,85,67,100,0,252
1284,True,1,55,71,75,5,206
1285,True,1,66,86,51,2,205
1286,True,1,67,64,55,7,193
1287,True,1,79,56,93,0,228
1288,True,1,73,96,84,7,260
1289,True,1,82,81,89,6,258
1290,True,1,91,70,75,3,239
1291,True,1,61,91,68,9,229
1292,True,1,66,75,88,6,235
1293,False,1,64,47,59,8,178
1294,True,1,51,71,72,4,198
1295,True,1,81,70,82,0,233
1296,True,1,55,77,55,4,191
1297,True,1,83,89,78,3,253
1298,True,1,81,93,53,2,229
1299,True,1,87,66,95,0,248
1300,False,1,50,64,95,2,211
1301,False,1,96,67,74,6,243
1302,True,1,55,74,45,10,184
1303,True,1,54,57,56,4,171
1304,False,1,64,50,56,3,173
1305,True,1,99,58,72,1,230
1306,True,1,91,60,54,10,215
1307,True,1,80,99,94,5,278
1308,True,1,45,75,55,5,180
1309,True,1,51,75,80,10,216
1310,True,1,70,89,58,7,224
1311,False,1,87,69,98,7,261
1312,True,1,90,60,93,1,244
1313,True,1,69,53,65,2,189
1314,True,1,70,94,65,4,233
1315,False,1,97,88,91,6,282
1316,False,1,83,70,79,1,233
1317,False,1,67,76,87,9,239
1318,True,1,46,59,83,2,190
1319,True,1,94,60,68,5,227
1320,False,1,66,77,97,0,240
1321,True,1,84,83,93,6,266
1322,True,1,49,86,59,2,196
1323,True,1,76,57,47,3,183
1324,True,1,64,72,50,5,191
1325,True,1,69,86,56,6,217
1326,True,1,54,63,64,6,187
1327,True,1,88,97,75,0,260
1328,True,1,61,71,56,2,190
1329,True,1,70,88,78,1,237
1330,True,1,74,96,50,5,225
1331,True,1,88,91,51,10,240
1332,True,1,100,70,96,0,266
1333,True,1,55,65,53,9,182
1334,True,1,77,69,88,7,241
1335,True,1,45,76,86,10,217
1336,True,1,70,72,94,0,236
1337,True,1,64,72,61,10,207
1338,False,1,52,83,96,7,238
1339,False,1,77,68,94,7,246
1340,True,1,90,66,99,8,263
1341,True,1,68,52,95,2,217
1342,False,1,72,79,93,6,250
1343,True,1,100,88,50,2,240
1344,False,1,45,66,90,9,210
1345,True,1,61,57,77,9,204
1346,True,1,91,100,74,6,271
1347,True,1,48,74,63,0,185
1348,True,1,52,100,76,7,235
1349,True,1,68,48,83,10,209
1350,True,1,68,61,72,5,206
1351,True,1,88,63,94,0,245
1352,True,1,79,62,56,4,201
1353,True,1,67,71,46,7,191
1354,True,1,65,64,85,0,214
1355,True,1,83,52,67,0,202
1356,True,1,79,92,70,3,244
1357,False,1,56,50,79,1,186
1358,True,1,53,91,54,10,208
1359,True,1,76,72,62,5,215
1360,False,1,74,89,84,3,250
1361,True,1,97,98,91,8,294
1362,True,1,81,74,47,1,203
1363,True,1,65,68,47,2,182
1364,False,1,83,91,85,1,260
1365,True,1,69,77,91,1,238
1366,True,1,66,85,92,4,247
1367,True,1,72,70,46,2,190
1368,True,1,92,61,91,10,254
1369,False,1,92,50,98,6,246
1370,True,1,52,95,57,9,213
1371,True,1,61,64,84,8,217
1372,True,1,79,99,95,3,276
1373,True,1,89,96,48,5,238
1374,True,1,81,75,58,6,220
1375,True,1,62,92,89,2,245
1376,True,1,62,77,87,0,226
1377,False,1,83,70,56,10,219
1378,True,1,63,62,45,6,176
1379,False,1,58,46,95,6,205
1380,True,1,87,53,62,4,206
1381,True,1,74,83,95,10,262
1382,True,1,65,51,59,3,178
1383,True,1,46,90,65,3,204
1384,True,1,49,84,63,9,205
1385,True,1,97,74,82,6,259
1386,True,1,85,83,66,8,242
1387,False,1,69,75,80,0,224
1388,True,1,66,66,65,5,202
1389,False,1,97,73,54,7,231
1390,True,1,99,92,76,3,270
1391,True,1,79,89,55,10,233
1392,True,1,69,61,70,0,200
1393,False,1,87,99,81,1,268
1394,True,1,85,76,80,5,246
1395,True,1,50,58,92,8,208
1396,True,1,68,64,63,5,200
1397,False,1,73,88,74,0,235
1398,False,1,54,84,82,2,222
1399,True,1,84,67,81,6,238
1400,True,1,71,93,46,4,214
1401,True,1,80,92,76,3,251
1402,True,1,69,79,53,6,207
1403,True,1,83,99,52,1,235
1404,True,1,70,58,58,1,187
1405,False,1,81,63,56,2,202
1406,True,1,94,94,92,6,286
1407,True,1,80,71,67,3,221
1408,False,1,71,83,62,5,221
1409,False,1,94,68,85,1,248
1410,True,1,87,88,85,10,270
1411,True,1,65,77,79,8,229
1412,True,1,70,59,99,6,234
1413,True,1,76,93,74,4,247
1414,True,1,97,73,55,2,227
1415,False,1,70,63,45,8,186
1416,False,1,98,66,93,7,264
1417,True,1,86,56,88,1,231
1418,True,1,69,82,86,6,243
1419,True,1,71,71,57,10,209
1420,True,1,46,84,59,2,191
1421,True,1,84,84,77,1,246
1422,True,1,83,81,91,6,261
1423,True,1,46,65,84,3,198
1424,True,1,55,81,85,7,228
1425,True,1,88,50,68,0,206
1426,True,1,92,83,95,10,280
1427,True,1,69,80,77,3,229
1428,True,1,99,55,74,5,233
1429,True,1,91,100,60,2,253
1430,False,1,75,90,57,5,227
1431,True,1,53,63,49,0,165
1432,True,1,58,81,74,7,220
1433,True,1,60,88,83,7,238
1434,True,1,60,95,56,7,218
1435,True,1,77,86,52,9,224
1436,True,1,98,66,100,2,266
1437,True,1,60,74,91,1,226
1438,True,1,45,92,47,10,194
1439,True,1,88,71,100,8,267
1440,True,1,75,100,69,1,245
1441,True,1,95,71,61,8,235
1442,False,1,52,90,94,9,245
1443,True,1,86,79,90,0,255
1444,False,1,73,75,97,0,245
1445,True,1,63,96,70,0,229
1446,True,1,68,70,90,8,236
1447,False,1,85,86,73,6,250
1448,False,1,95,52,51,2,200
1449,True,1,99,61,93,9,262
1450,True,1,93,95,52,2,242
1451,False,1,68,71,87,5,231
1452,False,1,54,60,95,7,216
1453,True,1,58,61,51,5,175
1454,True,1,86,89,49,7,231
1455,False,1,90,76,93,3,262
1456,False,1,93,61,66,4,224
1457,True,1,89,73,66,7,235
1458,True,1,89,61,81,4,235
1459,True,1,83,47,93,2,225
1460,True,1,54,78,63,0,195
1461,True,1,59,68,81,5,213
1462,True,1,90,63,64,2,219
1463,True,1,81,85,64,7,237
1464,True,1,90,73,88,4,255
1465,True,1,54,92,96,2,244
1466,True,1,54,83,63,6,206
1467,True,1,61,85,59,0,205
1468,False,1,99,58,82,4,243
1469,True,1,54,82,45,4,185
1470,True,1,68,91,77,8,244
1471,True,1,70,75,84,2,231
1472,True,1,67,86,54,9,216
1473,True,1,99,77,65,8,249
1474,True,1,68,69,100,7,244
1475,True,1,86,55,100,8,249
1476,True,1,75,56,75,6,212
1477,True,1,45,87,49,5,186
1478,True,1,59,64,58,3,184
1479,True,1,54,62,83,1,200
1480,True,1,86,57,67,7,217
1481,True,1,74,81,85,0,240
1482,False,1,98,92,99,8,297
1483,False,1,59,92,57,5,213
1484,False,1,87,47,70,10,214
1485,True,1,51,66,77,1,195
1486,False,1,62,80,79,8,229
1487,True,1,100,50,96,0,246
1488,False,1,73,81,78,3,235
1489,False,1,60,61,96,2,219
1490,False,1,89,86,99,3,277
1491,True,1,59,89,90,7,245
1492,True,1,56,47,83,4,190
1493,True,1,80,62,50,3,195
1494,True,1,91,98,49,2,240
1495,False,1,78,64,48,3,193
1496,True,1,59,60,82,9,210
1497,True,1,75,74,51,8,208
1498,True,1,95,48,65,10,218
1499,True,1,49,57,75,1,182
1500,True,1,73,50,75,3,201
1501,True,1,51,79,82,3,215
1502,True,1,83,76,64,9,232
1503,False,1,45,82,72,1,200
1504,True,1,91,73,94,10,268
1505,False,1,57,82,96,10,245
1506,True,1,84,93,74,0,251
1507,True,1,61,93,71,9,234
1508,True,1,62,76,85,2,225
1509,True,1,66,77,75,8,226
1510,False,1,63,86,64,4,217
1511,True,1,100,79,60,5,244
1512,True,1,62,88,80,8,238
1513,False,1,64,85,73,1,223
1514,False,1,93,56,76,0,225
1515,True,1,65,77,75,7,224
1516,True,1,55,56,49,6,166
1517,True,1,88,64,51,7,210
1518,True,1,66,85,88,8,247
1519,False,1,97,56,57,1,211
1520,True,1,93,59,58,4,214
1521,False,1,77,64,65,8,214
1522,True,1,75,51,88,4,218
1523,True,1,84,58,81,10,233
1524,True,1,54,65,55,3,177
1525,True,1,94,70,95,2,261
1526,True,1,99,55,84,10,248
1527,False,1,55,65,78,7,205
1528,True,1,86,83,95,6,270
1529,True,1,94,91,62,3,250
1530,True,1,61,75,99,4,239
1531,True,1,68,54,64,5,191
1532,True,1,91,67,98,5,261
1533,True,1,73,64,72,9,218
1534,False,1,70,93,71,0,234
1535,True,1,93,70,48,6,217
1536,True,1,67,86,96,2,251
1537,True,1,74,94,62,0,230
1538,True,1,97,90,57,3,247
1539,True,1,87,90,61,4,242
1540,True,1,98,68,46,5,217
1541,True,1,72,95,69,5,241
1542,True,1,80,80,92,3,255
1543,False,1,96,58,84,8,246
1544,True,1,73,99,62,1,235
1545,False,1,49,60,55,5,169
1546,True,1,91,75,91,9,266
1547,True,1,75,47,94,10,226
1548,True,1,69,89,90,7,255
1549,True,1,60,62,83,9,214
1550,True,1,69,48,51,0,168
1551,False,1,85,66,62,8,221
1552,True,1,68,73,63,1,205
1553,True,1,75,53,92,1,221
1554,False,1,65,94,91,6,256
1555,True,1,97,54,100,2,253
1556,False,1,82,64,81,3,230
1557,False,1,80,50,73,3,206
1558,True,1,65,81,79,10,235
1559,False,1,61,80,78,4,223
1560,True,1,89,46,53,1,189
1561,True,1,100,95,89,5,289
1562,True,1,99,68,94,7,268
1563,True,1,92,58,56,5,211
1564,False,1,74,59,74,5,212
1565,True,1,66,57,88,4,215
1566,True,1,61,83,92,0,236
1567,True,1,53,52,86,6,197
1568,True,1,72,70,96,7,245
1569,False,1,96,48,98,8,250
1570,True,1,48,77,68,0,193
1571,True,1,81,72,47,8,208
1572,True,1,100,96,65,8,269
1573,False,1,76,63,81,5,225
1574,True,1,85,49,92,1,227
1575,True,1,81,50,80,1,212
1576,True,1,79,55,96,8,238
1577,True,1,99,99,50,9,257
1578,True,1,74,84,86,3,247
1579,True,1,93,49,94,10,246
1580,True,1,72,97,62,7,238
1581,True,1,73,92,54,10,229
1582,True,1,66,49,56,10,181
1583,False,1,81,66,74,8,229
1584,True,1,94,89,92,6,281
1585,True,1,46,70,81,4,201
1586,True,1,45,84,98,6,233
1587,False,1,46,45,59,5,155
1588,True,1,72,54,61,3,190
1589,True,1,82,88,94,5,269
1590,True,1,79,74,86,10,249
1591,False,1,57,94,97,9,257
1592,True,1,67,90,100,9,266
1593,True,1,54,57,94,2,207
1594,True,1,58,64,56,1,179
1595,True,1,46,79,83,0,208
1596,True,1,94,53,79,5,231
1597,True,1,49,65,100,5,219
1598,True,1,59,87,58,3,207
1599,False,1,64,55,72,4,195
1600,True,1,59,58,94,5,216
1601,True,1,46,53,73,1,173
1602,True,1,98,69,46,7,220
1603,True,1,100,92,99,3,294
1604,True,1,69,48,73,7,197
1605,True,1,70,57,58,6,191
1606,True,1,82,97,52,1,232
1607,True,1,56,77,82,8,223
1608,True,1,52,55,93,3,203
1609,True,1,52,76,92,9,229
1610,False,1,67,92,65,6,230
1611,False,1,57,58,50,8,173
1612,True,1,68,75,61,8,212
1613,True,1,52,74,46,0,172
1614,True,1,69,96,71,6,242
1615,True,1,99,51,67,5,222
1616,True,1,64,98,49,6,217
1617,False,1,99,86,64,3,252
1618,True,1,89,50,86,10,235
1619,True,1,96,69,75,0,240
1620,False,1,62,91,86,5,244
1621,True,1,47,54,99,3,203
1622,True,1,56,81,45,2,184
1623,True,1,78,54,53,7,192
1624,False,1,93,47,48,9,197
1625,True,1,96,58,100,10,264
1626,True,1,63,68,84,6,221
1627,False,1,97,55,71,2,225
1628,True,1,56,78,54,10,198
1629,False,1,56,68,52,2,178
1630,True,1,46,76,58,4,184
1631,False,1,70,85,68,4,227
1632,True,1,84,65,46,0,195
1633,True,1,66,46,75,0,187
1634,False,1,92,100,54,6,252
1635,True,1,47,79,69,9,204
1636,True,1,91,78,55,2,226
1637,True,1,51,45,67,3,166
1638,True,1,50,71,49,1,171
1639,True,1,75,74,71,8,228
1640,False,1,73,53,99,9,234
1641,True,1,96,85,45,4,230
1642,True,1,75,75,61,2,213
1643,True,1,65,87,79,5,236
1644,True,1,84,87,90,1,262
1645,True,1,75,76,92,9,252
1646,True,1,57,53,59,8,177
1647,True,1,53,96,54,3,206
1648,True,1,87,50,92,1,230
1649,True,1,90,70,63,9,232
1650,True,1,51,60,59,4,174
1651,True,1,56,91,87,4,238
1652,True,1,66,90,74,10,240
1653,False,1,82,78,78,9,247
1654,True,1,62,93,53,5,213
1655,False,1,72,68,87,2,229
1656,True,1,82,92,99,0,273
1657,True,1,92,96,69,10,267
1658,True,1,48,95,57,2,202
1659,True,1,45,54,85,0,184
1660,True,1,98,95,60,2,255
1661,True,1,70,65,45,9,189
1662,True,1,75,75,99,5,254
1663,True,1,57,85,100,9,251
1664,True,1,70,73,58,7,208
1665,True,1,84,61,79,7,231
1666,True,1,52,92,62,10,216
1667,False,1,94,77,66,5,242
1668,False,1,56,61,66,7,190
1669,True,1,94,80,74,10,258
1670,False,1,51,87,99,5,242
1671,True,1,93,78,61,1,233
1672,False,1,95,68,72,10,245
1673,True,1,46,79,53,1,179
1674,True,1,59,74,98,1,232
1675,True,1,52,80,90,4,226
1676,True,1,53,100,67,4,224
1677,False,1,73,72,80,1,226
1678,False,1,100,77,56,6,239
1679,True,1,97,77,57,2,233
1680,True,1,98,88,59,0,245
1681,True,1,57,91,92,5,245
1682,True,1,78,83,94,2,257
1683,True,1,81,100,78,8,267
1684,False,1,48,96,79,5,228
1685,False,1,79,59,89,8,235
1686,True,1,55,68,55,1,179
1687,False,1,88,55,85,10,238
1688,True,1,99,84,59,2,244
1689,True,1,79,84,72,3,238
1690,True,1,62,48,70,4,184
1691,False,1,69,78,71,7,225
1692,True,1,74,65,53,4,196
1693,False,1,45,49,61,8,163
1694,False,1,87,64,58,9,218
1695,True,1,83,49,48,6,186
1696,True,1,53,54,75,2,184
1697,True,1,93,96,60,6,255
1698,True,1,95,55,86,6,242
1699,False,1,70,82,57,3,212
