ID,Согласие_на_зачисление,Приоритет_ОП,Балл_Физика_ИКТ,Балл_Русский,Балл_Математика,Балл_ИД,Сумма_баллов
576,False,1,72,57,89,10,228
577,False,1,85,87,72,0,244
578,False,1,66,67,85,3,221
580,True,1,69,47,71,3,190
581,True,1,69,67,100,7,243
582,True,1,99,89,93,1,282
583,False,1,100,62,50,4,216
584,True,1,93,73,89,3,258
585,True,1,63,87,75,10,235
586,False,1,84,46,62,7,199
587,False,1,58,94,67,6,225
588,True,1,89,79,95,7,270
590,True,1,54,65,87,10,216
591,False,1,74,53,92,8,227
592,True,1,77,45,60,2,184
593,False,1,97,55,95,1,248
594,True,1,59,45,79,1,184
595,True,1,63,95,61,5,224
596,True,1,65,93,70,6,234
597,True,1,68,88,47,10,213
598,True,1,47,64,67,5,183
599,False,1,86,78,52,6,222
600,True,1,81,81,70,4,236
601,True,1,56,96,62,0,214
602,True,1,62,46,64,0,172
603,True,1,56,100,82,2,240
604,True,1,100,61,91,5,257
605,True,1,87,54,57,9,207
606,False,1,68,82,45,10,205
607,True,1,48,78,50,10,186
608,False,1,53,86,96,0,235
609,True,1,64,56,81,4,205
610,True,1,95,93,83,5,276
611,False,1,77,73,100,4,254
612,True,1,72,62,59,7,200
613,True,1,61,86,82,10,239
614,True,1,68,77,52,2,199
615,True,1,75,88,95,5,263
616,True,1,78,88,88,10,264
617,True,1,58,69,85,1,213
618,True,1,74,46,67,6,193
620,True,1,66,86,94,10,256
621,True,1,64,62,51,10,187
622,False,1,91,59,50,9,209
623,False,1,68,88,62,10,228
624,True,1,58,88,49,10,205
625,True,1,74,66,57,4,201
626,True,1,75,71,92,1,239
627,True,1,84,87,85,4,260
628,True,1,69,88,85,4,246
630,True,1,82,72,75,2,231
631,False,1,100,52,93,10,255
632,True,1,80,58,68,0,206
633,True,1,73,50,90,2,215
634,True,1,87,91,75,0,253
635,True,1,87,71,88,0,246
636,True,1,57,72,54,4,187
637,True,1,68,100,70,3,241
638,True,1,56,83,65,7,211
639,False,1,95,52,73,2,222
640,False,1,100,88,80,7,275
641,False,1,82,46,71,3,202
642,True,1,76,57,96,10,239
643,True,1,70,79,64,4,217
644,False,1,45,96,99,0,240
645,True,1,49,55,62,5,171
646,True,1,77,73,50,3,203
647,True,1,97,85,52,3,237
648,True,1,80,61,81,2,224
649,True,1,65,86,52,0,203
650,False,1,69,65,57,0,191
651,True,1,76,90,53,8,227
652,True,1,95,94,93,0,282
653,False,1,53,82,72,10,217
654,True,1,68,65,72,6,211
655,True,1,73,46,45,10,174
656,False,1,53,86,73,0,212
657,True,1,66,90,100,8,264
658,False,1,61,51,88,0,200
659,True,1,88,87,57,2,234
660,True,1,94,67,69,4,234
661,True,1,51,66,75,8,200
662,True,1,66,58,51,0,175
663,True,1,66,60,70,7,203
664,False,1,84,80,68,4,236
665,True,1,92,55,63,7,217
667,True,1,99,74,45,1,219
669,True,1,87,50,83,8,228
670,False,1,53,54,70,8,185
671,True,1,100,45,69,9,223
672,False,1,58,91,81,8,238
673,False,1,51,84,53,8,196
674,True,1,56,90,94,1,241
675,True,1,51,90,57,5,203
676,False,1,72,71,52,8,203
678,True,1,53,86,90,8,237
679,True,1,45,64,75,9,193
681,True,1,84,88,92,4,268
682,True,1,68,99,54,8,229
683,True,1,89,82,47,3,221
684,True,1,49,93,47,7,196
686,True,1,94,76,54,6,230
687,True,1,92,70,67,1,230
688,True,1,51,76,81,3,211
690,True,1,45,45,87,2,179
691,True,1,51,100,77,8,236
692,True,1,80,50,51,7,188
693,False,1,45,86,90,0,221
694,True,1,57,81,63,6,207
695,True,1,64,62,79,2,207
696,True,1,52,93,56,0,201
697,True,1,94,64,69,10,237
698,True,1,69,71,92,0,232
699,True,1,47,100,89,2,238
700,True,1,45,100,52,10,207
701,True,1,89,54,68,6,217
702,False,1,74,80,64,2,220
703,False,1,65,100,70,4,239
704,True,1,54,71,72,8,205
705,True,1,67,100,67,6,240
706,False,1,99,70,89,2,260
707,True,1,51,52,90,0,193
708,True,1,95,57,46,5,203
709,True,1,79,77,92,10,258
710,True,1,93,78,54,9,234
711,False,1,69,95,68,7,239
712,True,1,46,100,87,1,234
713,True,1,75,73,51,7,206
714,True,1,70,45,50,3,168
715,True,1,84,67,45,10,206
716,True,1,83,95,97,7,282
717,True,1,96,76,63,10,245
718,True,1,99,71,81,9,260
719,True,1,85,86,89,3,263
720,True,1,69,86,86,5,246
721,True,1,77,65,90,9,241
722,True,1,88,72,57,7,224
723,True,1,84,45,45,10,184
724,True,1,52,80,100,6,238
725,True,1,94,72,100,3,269
726,True,1,54,92,74,6,226
727,True,1,57,61,65,1,184
728,True,1,76,57,83,10,226
729,True,1,67,69,100,5,241
730,False,1,52,79,74,9,214
731,True,1,71,54,100,5,230
732,True,1,78,69,50,5,202
734,True,1,74,74,46,9,203
735,True,1,80,46,99,0,225
736,False,1,90,88,84,8,270
737,True,1,60,76,80,1,217
738,True,1,81,87,77,6,251
739,True,1,66,94,53,1,214
740,False,1,96,79,71,8,254
741,True,1,93,89,81,6,269
742,False,1,86,84,69,5,244
744,True,1,67,65,96,10,238
745,True,2,84,47,45,3,179
746,True,1,48,66,81,2,197
747,True,1,49,95,70,2,216
748,True,1,53,93,70,0,216
749,True,1,97,77,74,10,258
750,True,2,75,45,79,0,199
751,True,1,81,96,61,8,246
752,False,1,88,97,58,1,244
754,True,1,65,70,61,5,201
755,True,1,53,74,80,9,216
756,True,1,88,96,75,10,269
757,True,1,56,61,80,4,201
760,False,2,84,88,100,8,280
761,True,1,83,56,45,5,189
762,True,1,45,90,49,2,186
763,True,1,89,63,50,0,202
764,True,1,92,76,45,6,219
765,True,1,96,83,85,7,271
766,True,1,80,97,98,6,281
767,False,2,73,66,72,9,220
770,False,2,98,88,58,5,249
771,True,1,59,57,92,9,217
772,False,2,64,45,75,4,188
773,True,1,55,83,100,2,240
775,False,2,57,68,78,0,203
776,True,1,81,100,85,10,276
777,False,1,77,55,55,8,195
778,False,2,94,79,51,7,231
779,False,2,50,67,55,5,177
780,False,2,65,62,53,8,188
781,True,1,54,87,71,8,220
782,False,1,87,81,79,2,249
783,False,1,88,63,74,3,228
784,True,1,45,76,96,6,223
785,False,1,76,51,62,10,199
786,False,1,63,81,47,3,194
787,False,3,95,75,82,0,252
788,True,2,87,87,91,2,267
789,False,3,63,80,97,8,248
790,True,1,45,71,93,5,214
791,False,2,51,46,45,4,146
792,True,1,83,96,60,2,241
793,True,1,90,66,69,7,232
1733,False,3,93,60,68,9,230
1734,False,2,97,70,90,0,257
1736,False,3,70,97,96,10,273
1737,True,1,58,81,56,0,195
1738,False,2,63,71,96,0,230
1740,False,2,73,95,48,5,221
1741,False,3,94,95,55,3,247
1746,False,1,93,69,57,4,223
1749,True,1,82,64,77,10,233
1751,True,1,50,50,90,9,199
1753,False,2,69,51,99,4,223
1758,False,1,45,63,60,0,168
1760,False,1,71,56,99,8,234
1761,False,2,92,61,90,5,248
1763,True,1,65,100,97,3,265
1764,False,2,51,95,77,7,230
1765,True,2,96,97,83,3,279
1766,True,1,74,62,81,0,217
1770,False,3,88,67,49,4,208
1772,False,3,58,87,73,4,222
1774,False,3,100,45,84,0,229
1775,False,3,94,49,84,1,228
1778,True,3,66,50,51,6,173
1787,True,2,65,69,64,0,198
1788,True,2,99,49,56,3,207
1795,False,2,84,66,74,10,234
1799,False,1,75,96,98,10,279
1800,False,2,99,78,50,10,237
1802,False,3,73,93,57,4,227
1804,False,2,76,51,65,8,200
1805,True,1,64,76,95,4,239
1810,False,2,92,77,78,2,249
1816,False,3,54,83,60,9,206
1818,True,1,71,89,45,6,211
1820,False,3,85,89,70,0,244
1823,False,2,79,65,55,4,203
1824,False,3,63,79,63,4,209
1836,False,2,56,85,57,5,203
1845,True,3,81,79,49,0,209
1847,False,2,88,76,84,4,252
1853,False,2,71,71,74,7,223
1856,False,2,74,80,100,6,260
1858,False,3,79,86,73,4,242
1865,True,1,65,84,93,9,251
1866,True,1,78,92,85,0,255
1867,False,1,88,51,95,1,235
1868,True,1,50,46,45,0,141
1869,True,1,66,99,50,5,220
1870,True,1,67,57,92,2,218
1871,True,1,58,64,98,1,221
1872,False,1,68,84,65,9,226
1873,True,1,98,73,75,5,251
1874,True,1,90,56,63,4,213
1875,True,1,51,96,80,2,229
1876,True,1,54,55,71,1,181
1877,False,1,79,84,71,2,236
1878,True,1,80,80,85,7,252
1879,False,1,89,62,89,3,243
1880,True,1,52,87,54,7,200
1881,False,1,51,93,47,2,193
1882,False,1,69,75,69,7,220
1883,True,1,55,94,46,9,204
1884,True,1,89,97,68,7,261
1885,True,1,82,81,56,7,226
1886,True,1,46,76,87,9,218
1887,True,1,67,66,50,5,188
1888,True,1,49,56,53,9,167
1889,True,1,64,88,70,2,224
1890,False,1,52,95,87,3,237
1891,True,1,85,65,63,1,214
1892,False,1,67,83,96,7,253
1893,True,1,46,84,82,6,218
1894,True,1,55,68,99,4,226
1895,True,1,57,77,62,8,204
1896,True,1,46,76,65,2,189
1897,True,1,48,86,60,4,198
1898,False,1,61,73,72,5,211
1899,True,1,47,62,92,10,211
1900,True,1,74,87,50,5,216
1901,False,1,80,47,53,9,189
1902,False,1,45,92,81,0,218
1903,True,1,64,69,57,7,197
1904,True,1,69,69,47,10,195
1905,True,1,62,89,69,5,225
1906,True,1,68,96,77,6,247
1907,True,1,71,90,66,2,229
1908,True,1,67,91,61,8,227
1909,True,1,57,76,63,4,200
1910,True,1,50,73,87,1,211
1911,True,1,96,87,65,8,256
1912,True,1,52,46,96,2,196
1913,True,1,96,93,51,3,243
1914,False,1,49,56,68,1,174
1915,True,1,54,81,96,3,234
1916,False,1,94,50,100,1,245
1917,True,1,45,91,45,5,186
1918,False,1,100,84,49,2,235
1919,True,1,82,85,100,7,274
1920,False,1,85,100,66,10,261
1921,True,1,51,84,52,0,187
1922,False,1,90,53,57,1,201
1923,True,1,56,50,90,1,197
1924,True,1,45,72,95,10,222
1925,True,1,59,58,48,1,166
1926,True,1,69,65,85,8,227
1927,True,1,57,75,97,3,232
1928,True,1,90,76,83,2,251
1929,True,1,75,63,91,10,239
1930,True,1,82,100,100,0,282
1931,True,1,73,56,77,0,206
1932,True,1,50,56,57,4,167
1933,True,1,54,79,81,3,217
1934,True,1,89,52,89,1,231
1935,False,1,57,56,99,5,217
1936,True,1,93,59,55,6,213
1937,True,1,85,98,82,4,269
1938,True,1,83,71,77,10,241
1939,True,1,63,58,72,4,197
1940,True,1,97,67,92,3,259
1941,True,1,78,45,86,10,219
1942,True,1,61,63,93,2,219
1943,True,1,49,48,49,7,153
1944,True,1,67,91,48,9,215
1945,True,1,93,97,72,1,263
1946,True,1,88,93,90,7,278
1947,True,1,45,92,88,1,226
1948,True,1,65,82,94,5,246
1949,True,1,89,88,83,10,270
1950,False,1,49,81,61,5,196
1951,False,1,73,67,92,7,239
1952,False,1,68,76,64,7,215
1953,True,1,65,79,92,3,239
1954,True,1,59,82,55,0,196
1955,False,1,89,67,71,7,234
1956,True,1,74,65,95,6,240
1957,False,1,74,100,74,7,255
1958,True,1,54,54,92,6,206
1959,False,1,71,46,100,2,219
1960,False,1,95,65,69,10,239
1961,False,1,54,70,68,0,192
1962,True,1,72,95,97,10,274
1963,False,1,56,54,82,2,194
1964,False,1,58,51,46,6,161
1965,True,1,75,54,62,5,196
1966,True,1,57,46,76,6,185
1967,True,1,55,64,98,8,225
1968,True,1,62,59,57,7,185
1969,True,1,83,91,76,6,256
1970,True,1,72,99,55,7,233
1971,True,1,87,48,67,1,203
1972,True,1,49,65,90,7,211
1973,False,1,83,63,54,3,203
1974,True,1,78,76,96,3,253
1975,True,1,71,76,45,4,196
1976,False,1,85,55,66,10,216
1977,True,1,64,88,84,6,242
1978,True,1,84,52,83,2,221
1979,False,1,78,63,66,5,212
1980,True,1,96,89,100,2,287
1981,True,1,68,81,75,1,225
1982,True,1,46,73,68,6,193
1983,True,1,60,58,65,3,186
1984,True,1,100,65,85,7,257
1985,True,1,95,62,80,5,242
1986,True,1,81,95,66,3,245
1987,True,1,53,65,95,10,223
1988,True,1,81,59,90,9,239
1989,True,1,84,60,97,3,244
1990,True,1,76,81,75,0,232
1991,False,1,65,77,51,6,199
1992,False,1,93,54,84,5,236
1993,True,1,50,78,76,7,211
1994,True,1,83,91,62,1,237
1995,False,1,73,69,94,3,239
1996,True,1,95,94,62,2,253
1997,True,1,68,99,94,0,261
1998,True,1,75,60,59,10,204
1999,True,1,45,65,67,9,186
2000,False,1,75,80,54,4,213
2001,True,1,65,76,65,9,215
2002,True,1,79,57,97,10,243
2003,False,1,57,83,83,1,224
2004,True,1,63,91,48,3,205
2005,True,1,78,96,77,4,255
2006,True,1,60,95,69,6,230
2007,True,1,89,97,99,0,285
2008,False,1,64,61,58,2,185
2009,True,1,63,46,46,10,165
2010,True,1,86,93,71,1,251
2011,True,1,68,74,94,2,238
2012,True,1,73,85,69,8,235
2013,True,1,55,83,73,5,216
2014,True,1,51,62,74,4,191
2015,True,1,57,90,83,7,237
2016,False,1,63,55,82,2,202
2017,True,1,65,46,52,0,163
2018,False,1,100,65,80,7,252
2019,True,1,68,54,65,6,193
2020,True,1,80,46,85,6,217
2021,False,1,86,65,70,2,223
2022,True,1,65,84,98,0,247
2023,True,1,86,63,65,9,223
2024,True,1,93,81,47,8,229
2025,False,1,48,91,90,2,231
2026,False,1,76,49,49,2,176
2027,True,1,54,51,78,2,185
2028,False,1,90,60,50,5,205
2029,True,1,67,66,50,6,189
2030,True,1,66,93,49,7,215
2031,True,1,70,79,48,8,205
2032,False,1,71,86,95,6,258
2033,True,1,89,54,80,1,224
2034,True,1,97,58,73,2,230
2035,True,1,52,93,100,4,249
2036,True,1,59,60,48,10,177
2037,True,1,88,80,46,0,214
2038,True,1,86,98,89,3,276
2039,True,1,75,47,47,3,172
2040,True,1,93,59,54,2,208
2041,True,1,77,65,65,6,213
2042,True,1,93,85,87,6,271
2043,True,1,46,77,93,4,220
2044,False,1,76,46,87,6,215
2045,True,1,80,49,47,3,179
2046,False,1,82,47,58,3,190
2047,True,1,82,76,45,5,208
2048,True,1,89,50,82,5,226
2049,True,1,77,98,55,6,236
2050,True,1,58,54,79,0,191
2051,False,1,85,92,84,4,265
2052,True,1,62,80,68,8,218
2053,True,1,69,55,98,3,225
2054,True,1,93,83,61,5,242
2055,False,1,57,65,61,6,189
2056,True,1,52,86,63,7,208
2057,False,1,46,73,83,10,212
2058,True,1,87,77,94,6,264
2059,True,1,58,56,52,0,166
2060,True,1,69,96,51,3,219
2061,True,1,57,93,81,4,235
2062,True,1,98,89,88,3,278
2063,False,1,82,97,64,5,248
2064,True,1,74,48,86,10,218
2065,False,1,59,81,98,4,242
2066,True,1,58,77,46,4,185
2067,True,1,45,58,98,2,203
2068,True,1,100,66,58,7,231
2069,False,1,91,69,91,5,256
2070,True,1,74,70,83,2,229
2071,True,1,76,75,80,9,240
2072,True,1,63,95,87,3,248
2073,False,1,49,84,51,0,184
2074,True,1,99,46,84,0,229
2075,True,1,99,45,62,0,206
2076,False,1,64,73,69,9,215
2077,True,1,55,51,48,5,159
2078,True,1,58,86,57,6,207
2079,True,1,92,68,49,4,213
2080,True,1,71,86,46,4,207
2081,True,1,94,47,52,4,197
2082,True,1,54,61,74,3,192
2083,False,1,52,85,92,10,239
2084,True,1,95,46,75,2,218
2085,True,1,45,52,50,3,150
2086,True,1,74,100,82,8,264
2087,False,1,62,62,46,9,179
2088,True,1,75,49,91,2,217
2089,False,1,58,49,70,10,187
2090,True,1,69,46,47,7,169
2091,True,1,72,98,74,6,250
2092,False,1,56,45,81,0,182
2093,True,1,87,49,94,4,234
2094,False,1,90,63,91,7,251
2095,False,1,57,96,62,0,215
2096,True,1,87,62,100,3,252
2097,False,1,60,89,73,0,222
2098,True,1,86,47,100,9,242
2099,False,1,98,99,72,8,277
2100,True,1,89,76,95,3,263
2101,False,1,90,99,92,0,281
2102,True,1,63,68,50,9,190
2103,True,1,68,74,97,7,246
2104,False,1,79,55,68,10,212
2105,True,1,68,91,80,8,247
2106,True,1,54,65,92,10,221
2107,False,1,67,71,56,9,203
2108,True,1,70,68,74,5,217
2109,True,1,94,63,54,10,221
2110,True,1,93,76,88,8,265
2111,False,1,71,68,72,1,212
2112,True,1,83,61,53,5,202
2113,True,1,67,86,74,7,234
2114,False,1,93,79,100,10,282
2115,True,1,55,47,66,8,176
2116,True,1,100,85,54,9,248
2117,True,1,66,79,85,2,232
2118,True,1,99,96,81,2,278
2119,True,1,97,95,58,6,256
2120,True,1,50,97,71,1,219
2121,True,1,77,79,47,8,211
2122,True,1,51,81,45,4,181
2123,False,1,80,87,55,3,225
2124,True,1,88,90,95,5,278
2125,True,1,76,52,65,5,198
2126,True,1,80,70,78,10,238
2127,True,1,97,70,59,9,235
2128,False,1,67,92,71,1,231
2129,True,1,59,85,86,7,237
2130,True,1,54,98,89,3,244
2131,True,1,90,45,95,8,238
2132,True,1,96,51,76,2,225
2133,True,1,49,89,64,3,205
2134,True,1,93,70,64,3,230
2135,True,1,79,85,51,3,218
2136,True,1,46,46,46,4,142
2137,False,1,52,58,56,10,176
2138,True,1,49,49,61,7,166
2139,True,1,52,72,67,10,201
2140,True,1,70,45,89,9,213
2141,True,1,64,66,69,5,204
2142,True,1,58,64,72,9,203
2143,False,1,82,75,85,9,251
2144,True,1,82,47,88,7,224
2145,True,1,47,76,65,5,193
2146,True,1,46,61,89,7,203
2147,True,1,100,96,69,8,273
2148,True,1,94,51,72,9,226
2149,True,1,84,67,88,7,246
2150,True,1,46,69,47,7,169
2151,True,1,93,50,75,4,222
2152,True,1,79,50,50,3,182
2153,False,1,91,98,90,10,289
2154,True,1,51,74,69,5,199
2155,True,1,60,83,75,0,218
2156,False,1,65,64,80,7,216
2157,True,1,58,84,71,1,214
2158,True,1,45,88,53,9,195
2159,True,1,100,88,94,0,282
2160,False,1,77,73,49,8,207
2161,True,1,56,74,62,9,201
2162,True,1,69,96,79,10,254
2163,True,1,91,48,61,9,209
2164,True,1,52,89,78,7,226
2165,False,1,56,73,63,2,194
2166,True,1,47,63,83,5,198
2167,True,1,72,52,88,2,214
2168,True,1,98,49,57,7,211
2169,True,1,76,60,45,6,187
2170,False,1,94,92,96,10,292
2171,False,1,56,94,69,0,219
2172,True,1,64,56,59,5,184
2173,True,1,100,88,82,7,277
2174,True,1,59,90,73,1,223
2175,True,1,51,55,53,2,161
2176,True,1,92,83,81,0,256
2177,True,1,73,76,68,6,223
2178,True,1,46,90,78,5,219
2179,True,1,85,79,51,6,221
2180,True,1,75,47,62,6,190
2181,True,1,80,89,72,1,242
2182,True,1,49,50,61,10,170
2183,False,1,67,75,70,8,220
2184,True,1,60,53,52,0,165
2185,True,1,55,50,81,2,188
2186,True,1,87,57,73,10,227
2187,True,1,79,68,80,4,231
2188,True,1,75,49,95,10,229
2189,False,1,56,82,71,1,210
2190,True,1,80,47,59,3,189
2191,True,1,54,64,53,6,177
2192,True,1,45,68,48,8,169
2193,True,1,95,45,52,8,200
2194,True,1,87,62,82,8,239
2195,True,1,45,64,96,2,207
2196,True,1,65,60,100,7,232
2197,True,1,96,58,57,10,221
2198,True,1,75,75,75,3,228
2199,False,1,51,56,69,8,184
2200,True,1,85,85,79,1,250
2201,True,1,54,87,53,8,202
2202,False,1,54,100,93,1,248
2203,True,1,75,77,49,9,210
2204,True,1,55,60,85,6,206
2205,True,1,98,85,68,3,254
2206,True,1,97,61,71,0,229
2207,True,1,93,72,47,5,217
2208,True,1,94,70,46,3,213
2209,False,1,87,91,68,6,252
2210,True,1,73,83,98,3,257
2211,False,1,92,53,75,9,229
2212,True,1,95,77,71,10,253
2213,True,1,100,93,85,2,280
2214,True,1,60,83,78,4,225
2215,True,1,76,94,49,6,225
2216,True,1,83,46,71,1,201
2217,False,1,80,50,90,2,222
2218,False,1,94,86,47,5,232
2219,False,1,62,70,62,7,201
2220,True,1,86,96,66,4,252
2221,False,1,98,79,83,5,265
2222,True,1,64,99,75,8,246
2223,True,1,76,69,93,9,247
2224,False,1,89,80,88,9,266
2225,False,1,83,87,95,9,274
2226,True,1,53,75,66,1,195
2227,True,1,89,76,66,8,239
2228,True,1,78,84,85,1,248
2229,True,1,61,85,62,4,212
2230,True,1,100,63,83,8,254
2231,True,1,59,65,65,3,192
2232,True,1,81,57,67,4,209
2233,True,1,57,97,66,8,228
2234,False,1,88,71,62,4,225
2235,True,1,83,72,87,10,252
2236,True,1,57,94,84,2,237
2237,True,1,96,94,89,4,283
2238,True,1,57,88,88,5,238
2239,True,1,90,79,80,5,254
2240,False,1,58,96,74,9,237
2241,True,1,78,56,52,4,190
2242,True,1,85,60,58,9,212
2243,True,1,95,85,98,5,283
2244,True,1,56,86,96,7,245
2245,True,1,68,60,70,7,205
2246,True,1,90,62,81,7,240
2247,True,1,79,66,54,4,203
2248,True,1,83,49,61,1,194
2249,True,1,69,97,80,6,252
2250,False,1,45,49,57,4,155
2251,True,1,76,74,80,9,239
2252,False,1,97,62,77,9,245
2253,False,1,71,57,62,0,190
2254,True,1,72,85,76,9,242
2255,True,1,51,75,72,6,204
2256,True,1,65,52,53,2,172
2257,False,1,52,68,93,0,213
2258,True,1,47,99,49,4,199
2259,True,1,51,80,79,4,214
2260,True,1,53,95,51,10,209
2261,False,1,72,58,47,10,187
2262,True,1,81,48,45,1,175
2263,True,1,66,84,91,4,245
2264,True,1,63,72,60,3,198
2265,True,1,59,84,83,9,235
2266,True,1,93,62,80,5,240
2267,True,1,98,60,54,0,212
2268,True,1,80,82,65,3,230
2269,False,1,55,96,97,6,254
2270,True,1,58,79,84,0,221
2271,True,1,55,50,81,9,195
2272,True,1,62,96,76,1,235
2273,True,1,51,60,99,6,216
2274,True,1,59,60,74,9,202
2275,True,1,55,56,59,4,174
2276,True,1,51,45,60,10,166
2277,False,1,64,72,82,9,227
2278,True,1,99,69,73,3,244
2279,True,1,59,51,99,1,210
2280,False,1,71,90,73,7,241
2281,True,1,54,92,69,9,224
2282,True,1,93,69,46,8,216
2283,True,1,93,62,58,10,223
2284,True,1,76,72,95,8,251
2285,True,1,66,65,46,7,184
2286,True,1,77,84,69,7,237
2287,True,1,83,58,68,2,211
2288,True,1,90,49,83,10,232
2289,True,1,69,55,95,6,225
2290,True,1,58,58,65,5,186
2291,True,1,70,62,60,4,196
2292,True,1,59,69,83,7,218
2293,False,1,46,88,81,3,218
2294,False,1,86,89,49,7,231
2295,False,1,90,96,46,6,238
2296,True,1,81,67,68,6,222
2297,True,1,46,76,72,7,201
2298,True,1,72,50,72,4,198
2299,True,1,67,59,62,5,193
2300,True,1,61,75,55,2,193
2301,True,1,59,99,82,10,250
2302,True,1,78,83,78,3,242
2303,True,1,99,47,69,5,220
2304,True,1,48,93,59,1,201
2305,True,1,90,55,50,9,204
2306,False,1,89,80,48,4,221
2307,True,1,50,78,61,7,196
2308,True,1,54,63,54,6,177
2309,False,1,62,100,56,3,221
2310,True,1,71,64,55,8,198
2311,True,1,49,59,100,1,209
